Date,Open,High,Low,Close,Volume
1988-01-29 00:00:00+11:00,0.047302201390266425,0.047302201390266425,0.047302201390266425,0.04730220139026642,0
1988-02-05 00:00:00+11:00,0.047302201390266425,0.047302201390266425,0.047302201390266425,0.04730220139026642,0
1988-02-12 00:00:00+11:00,0.047302201390266425,0.047302201390266425,0.047302201390266425,0.04730220139026642,0
1988-02-19 00:00:00+11:00,0.047302201390266425,0.047302201390266425,0.047302201390266425,0.04730220139026642,0
1988-02-26 00:00:00+11:00,0.047302201390266425,0.047302201390266425,0.047302201390266425,0.04730220139026642,0
1988-03-04 00:00:00+11:00,0.04138951003551483,0.04138951003551483,0.04138951003551483,0.04138951003551483,0
1988-03-11 00:00:00+11:00,0.04138951003551483,0.04138951003551483,0.04138951003551483,0.04138951003551483,0
1988-03-18 00:00:00+11:00,0.04138951003551483,0.04138951003551483,0.04138951003551483,0.04138951003551483,0
1988-03-25 00:00:00+10:00,0.04138951003551483,0.04138951003551483,0.04138951003551483,0.04138951003551483,0
1988-04-01 00:00:00+10:00,0.04138951003551483,0.04138951003551483,0.011825380846858025,0.011825380846858025,0
1988-04-08 00:00:00+10:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-04-15 00:00:00+10:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-04-22 00:00:00+10:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-04-29 00:00:00+10:00,0.011825380846858025,0.030746320262551308,0.011825380846858025,0.030746320262551308,0
1988-05-06 00:00:00+10:00,0.030746320262551308,0.030746320262551308,0.030746320262551308,0.030746320262551308,0
1988-05-13 00:00:00+10:00,0.030746320262551308,0.030746320262551308,0.030746320262551308,0.030746320262551308,0
1988-05-20 00:00:00+10:00,0.030746320262551308,0.030746320262551308,0.030746320262551308,0.030746320262551308,0
1988-05-27 00:00:00+10:00,0.030746320262551308,0.030746320262551308,0.030746320262551308,0.030746320262551308,0
1988-06-03 00:00:00+10:00,0.030746320262551308,0.030746320262551308,0.021286029368638992,0.021286029368638992,0
1988-06-10 00:00:00+10:00,0.021286029368638992,0.021286029368638992,0.021286029368638992,0.021286029368638992,0
1988-06-17 00:00:00+10:00,0.021286029368638992,0.021286029368638992,0.021286029368638992,0.021286029368638992,0
1988-06-24 00:00:00+10:00,0.021286029368638992,0.021286029368638992,0.021286029368638992,0.021286029368638992,0
1988-07-01 00:00:00+10:00,0.021286029368638992,0.021286029368638992,0.018920952454209328,0.018920952454209328,0
1988-07-08 00:00:00+10:00,0.018920952454209328,0.018920952454209328,0.018920952454209328,0.018920952454209328,0
1988-07-15 00:00:00+10:00,0.018920952454209328,0.018920952454209328,0.018920952454209328,0.018920952454209328,0
1988-07-22 00:00:00+10:00,0.018920952454209328,0.018920952454209328,0.018920952454209328,0.018920952454209328,0
1988-07-29 00:00:00+10:00,0.018920952454209328,0.024833643808960915,0.018920952454209328,0.024833643808960915,0
1988-08-05 00:00:00+10:00,0.024833643808960915,0.024833643808960915,0.024833643808960915,0.024833643808960915,0
1988-08-12 00:00:00+10:00,0.024833643808960915,0.024833643808960915,0.024833643808960915,0.024833643808960915,0
1988-08-19 00:00:00+10:00,0.024833643808960915,0.024833643808960915,0.024833643808960915,0.024833643808960915,0
1988-08-26 00:00:00+10:00,0.024833643808960915,0.024833643808960915,0.024833643808960915,0.024833643808960915,0
1988-09-02 00:00:00+10:00,0.024833643808960915,0.024833643808960915,0.01773841306567192,0.01773841306567192,0
1988-09-09 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-09-16 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-09-23 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-09-30 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-10-07 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-10-14 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-10-21 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-10-28 00:00:00+10:00,0.01773841306567192,0.01773841306567192,0.01773841306567192,0.01773841306567192,0
1988-11-04 00:00:00+11:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-11-11 00:00:00+11:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-11-18 00:00:00+11:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-11-25 00:00:00+11:00,0.011825380846858025,0.011825380846858025,0.011825380846858025,0.011825380846858025,0
1988-12-02 00:00:00+11:00,0.011825380846858025,0.011825380846858025,0.008277768269181252,0.008277768269181252,0
1988-12-09 00:00:00+11:00,0.008277768269181252,0.008277768269181252,0.008277768269181252,0.008277768269181252,0
1988-12-16 00:00:00+11:00,0.008277768269181252,0.008277768269181252,0.008277768269181252,0.008277768269181252,0
1988-12-23 00:00:00+11:00,0.008277768269181252,0.008277768269181252,0.008277768269181252,0.008277768269181252,0
1988-12-30 00:00:00+11:00,0.008277768269181252,0.009460307657718658,0.008277768269181252,0.009460307657718658,0
1989-01-06 00:00:00+11:00,0.009460307657718658,0.009460307657718658,0.009460307657718658,0.009460307657718658,0
1989-01-13 00:00:00+11:00,0.009460307657718658,0.009460307657718658,0.009460307657718658,0.009460307657718658,0
1989-01-20 00:00:00+11:00,0.009460307657718658,0.009460307657718658,0.009460307657718658,0.009460307657718658,0
1989-01-27 00:00:00+11:00,0.009460307657718658,0.009460307657718658,0.009460307657718658,0.009460307657718658,0
1989-02-03 00:00:00+11:00,0.009460307657718658,0.009460307657718658,0.005912690423429012,0.005912690423429012,0
1989-02-10 00:00:00+11:00,0.005912690423429012,0.005912690423429012,0.005912690423429012,0.005912690423429012,0
